wpt 0 : x = 0.04, y = -0.13 
wpt 1 : x = -0.11, y = 0.14 
wpt 2 : x = -0.01, y = 0.17 
wpt 3 : x = 0.14, y = 0.16 
wpt 4 : x = -0.19, y = -0.14 
wpt 5 : x = 0.32, y = -0.01 
0.00;0.00;0.30;-0.00;-3.14 
0.04;-0.13;0.30;-0.00;-3.14 
0.04;-0.13;0.30;-0.00;-3.14 
0.04;-0.13;0.30;-0.00;-3.14 
0.04;-0.13;0.30;-0.00;-3.03 
0.04;-0.13;0.29;-0.01;-2.92 
0.04;-0.13;0.29;-0.01;-2.79 
0.04;-0.13;0.28;-0.01;-2.66 
0.04;-0.13;0.28;-0.02;-2.53 
0.04;-0.13;0.28;-0.02;-2.39 
0.04;-0.13;0.27;-0.03;-2.28 
0.04;-0.13;0.27;-0.03;-2.17 
0.04;-0.13;0.27;-0.04;-2.14 
0.04;-0.13;0.27;-0.04;-2.12 
0.04;-0.13;0.26;-0.05;-2.11 
0.04;-0.13;0.26;-0.05;-2.18 
0.04;-0.13;0.25;-0.06;-2.16 
0.04;-0.13;0.25;-0.06;-2.18 
0.04;-0.13;0.25;-0.07;-2.21 
0.04;-0.13;0.24;-0.08;-2.21 
0.04;-0.13;0.24;-0.08;-2.21 
0.04;-0.13;0.24;-0.08;-2.19 
0.04;-0.13;0.23;-0.09;-2.19 
0.04;-0.13;0.23;-0.10;-2.22 
0.04;-0.13;0.22;-0.10;-2.26 
0.04;-0.13;0.22;-0.10;-2.31 
0.04;-0.13;0.22;-0.11;-2.35 
0.04;-0.13;0.21;-0.11;-2.36 
0.04;-0.13;0.21;-0.12;-2.35 
0.04;-0.13;0.20;-0.12;-2.34 
0.04;-0.13;0.20;-0.13;-2.34 
0.04;-0.13;0.19;-0.13;-2.34 
0.04;-0.13;0.19;-0.14;-2.37 
0.04;-0.13;0.18;-0.14;-2.40 
0.04;-0.13;0.18;-0.14;-2.47 
0.04;-0.13;0.17;-0.14;-2.52 
0.04;-0.13;0.17;-0.15;-2.58 
0.04;-0.13;0.16;-0.15;-2.59 
0.04;-0.13;0.16;-0.15;-2.61 
0.04;-0.13;0.15;-0.16;-2.64 
0.04;-0.13;0.15;-0.16;-2.63 
0.04;-0.13;0.14;-0.16;-2.66 
0.04;-0.13;0.13;-0.16;-2.68 
0.04;-0.13;0.13;-0.17;-2.70 
0.04;-0.13;0.12;-0.17;-2.75 
0.04;-0.13;0.12;-0.17;-2.78 
0.04;-0.13;0.11;-0.17;-2.84 
0.04;-0.13;0.11;-0.17;-2.92 
0.04;-0.13;0.10;-0.17;-2.98 
0.04;-0.13;0.10;-0.17;-3.03 
0.04;-0.13;0.09;-0.17;-3.07 
0.04;-0.13;0.08;-0.17;-3.07 
0.04;-0.13;0.08;-0.17;-3.09 
0.04;-0.13;0.07;-0.17;-3.11 
0.04;-0.13;0.07;-0.17;3.08 
0.04;-0.13;0.06;-0.17;2.96 
0.04;-0.13;0.05;-0.16;2.88 
0.04;-0.13;0.05;-0.16;2.78 
0.04;-0.13;0.05;-0.16;2.73 
0.04;-0.13;0.04;-0.16;2.64 
0.04;-0.13;0.04;-0.15;2.61 
