wpt0;0.04;-0.13
wpt1;-0.11;0.14
wpt2;-0.01;0.17
wpt3;0.14;0.16
wpt4;-0.19;-0.14
wpt5;0.32;-0.01
0.04;-0.13;0.39;-0.00;-3.10
0.04;-0.13;0.39;-0.01;-3.10
0.04;-0.13;0.38;-0.01;-3.03
0.04;-0.13;0.37;-0.01;-2.95
0.04;-0.13;0.36;-0.01;-2.92
0.04;-0.13;0.35;-0.02;-2.88
0.04;-0.13;0.34;-0.02;-2.86
0.04;-0.13;0.33;-0.02;-2.85
0.04;-0.13;0.32;-0.03;-2.82
0.04;-0.13;0.31;-0.03;-2.83
0.04;-0.13;0.30;-0.03;-2.80
0.04;-0.13;0.29;-0.04;-2.80
0.04;-0.13;0.28;-0.04;-2.79
0.04;-0.13;0.27;-0.05;-2.79
0.04;-0.13;0.26;-0.05;-2.79
0.04;-0.13;0.25;-0.05;-2.80
0.04;-0.13;0.24;-0.06;-2.80
0.04;-0.13;0.23;-0.06;-2.80
0.04;-0.13;0.22;-0.06;-2.82
0.04;-0.13;0.21;-0.07;-2.79
0.04;-0.13;0.20;-0.07;-2.80
0.04;-0.13;0.19;-0.08;-2.78
0.04;-0.13;0.18;-0.08;-2.79
0.04;-0.13;0.17;-0.08;-2.78
0.04;-0.13;0.16;-0.09;-2.78
0.04;-0.13;0.15;-0.09;-2.78
0.04;-0.13;0.14;-0.09;-2.81
0.04;-0.13;0.13;-0.10;-2.80
0.04;-0.13;0.12;-0.10;-2.79
0.04;-0.13;0.11;-0.10;-2.78
0.04;-0.13;0.11;-0.11;-2.77
0.04;-0.13;0.10;-0.11;-2.76
0.04;-0.13;0.09;-0.11;-2.79
0.04;-0.13;0.08;-0.12;-2.77
0.04;-0.13;0.07;-0.12;-2.78
0.04;-0.13;0.06;-0.12;-2.75
0.04;-0.13;0.05;-0.13;-2.78
0.04;-0.13;0.04;-0.13;-2.76
-0.11;0.14;0.04;-0.13;-2.71
-0.11;0.14;0.03;-0.14;-2.71
-0.11;0.14;0.02;-0.14;-2.75
-0.11;0.14;0.01;-0.14;-2.85
-0.11;0.14;0.00;-0.14;-2.93
-0.11;0.14;-0.01;-0.14;-3.01
-0.11;0.14;-0.02;-0.14;-3.09
-0.11;0.14;-0.03;-0.14;3.09
-0.11;0.14;-0.04;-0.13;2.99
-0.11;0.14;-0.05;-0.13;2.95
-0.11;0.14;-0.06;-0.12;2.84
-0.11;0.14;-0.07;-0.12;2.77
-0.11;0.14;-0.08;-0.11;2.67
-0.11;0.14;-0.09;-0.11;2.57
-0.11;0.14;-0.10;-0.10;2.48
-0.11;0.14;-0.11;-0.09;2.43
-0.11;0.14;-0.11;-0.08;2.30
-0.11;0.14;-0.12;-0.07;2.23
-0.11;0.14;-0.12;-0.06;2.14
-0.11;0.14;-0.12;-0.05;2.08
-0.11;0.14;-0.13;-0.04;2.00
-0.11;0.14;-0.13;-0.03;1.88
-0.11;0.14;-0.13;-0.02;1.81
-0.11;0.14;-0.13;-0.01;1.73
-0.11;0.14;-0.13;0.00;1.64
-0.11;0.14;-0.13;0.01;1.60
-0.11;0.14;-0.13;0.01;1.60
-0.11;0.14;-0.13;0.01;1.60
-0.11;0.14;-0.13;0.01;1.60
-0.11;0.14;-0.13;0.01;1.60
-0.11;0.14;-0.13;0.01;1.60
-0.11;0.14;-0.13;0.01;1.60
-0.11;0.14;-0.13;0.01;1.60
-0.11;0.14;-0.13;0.01;1.60
-0.11;0.14;-0.13;0.01;1.60
-0.11;0.14;-0.10;0.11;1.20
-0.11;0.14;-0.10;0.11;1.20
-0.11;0.14;-0.10;0.11;1.20
-0.11;0.14;-0.10;0.11;1.20
-0.11;0.14;-0.10;0.14;1.33
-0.11;0.14;-0.10;0.15;1.42
-0.11;0.14;-0.10;0.15;1.47
-0.11;0.14;-0.10;0.15;1.59
-0.11;0.14;-0.10;0.16;1.64
-0.11;0.14;-0.10;0.16;1.64
-0.11;0.14;-0.10;0.16;1.64
-0.11;0.14;-0.10;0.16;1.64
-0.11;0.14;-0.10;0.16;1.64
-0.11;0.14;-0.10;0.16;1.64
-0.11;0.14;-0.10;0.16;1.64
-0.11;0.14;-0.12;0.15;2.26
-0.01;0.17;-0.12;0.15;2.45
-0.01;0.17;-0.12;0.15;2.53
-0.01;0.17;-0.12;0.15;2.50
-0.01;0.17;-0.12;0.15;2.33
-0.01;0.17;-0.12;0.15;2.30
-0.01;0.17;-0.11;0.15;2.16
-0.01;0.17;-0.11;0.15;2.07
-0.01;0.17;-0.11;0.15;1.97
-0.01;0.17;-0.11;0.15;1.96
-0.01;0.17;-0.11;0.15;1.83
-0.01;0.17;-0.10;0.16;1.69
-0.01;0.17;-0.10;0.16;1.64
-0.01;0.17;-0.10;0.16;1.53
-0.01;0.17;-0.10;0.17;1.46
-0.01;0.17;-0.09;0.18;1.36
-0.01;0.17;-0.09;0.19;1.28
-0.01;0.17;-0.08;0.20;1.24
-0.01;0.17;-0.08;0.21;1.17
-0.01;0.17;-0.08;0.21;1.06
-0.01;0.17;-0.08;0.21;0.99
-0.01;0.17;-0.07;0.21;0.92
-0.01;0.17;-0.06;0.22;0.81
-0.01;0.17;-0.06;0.22;0.81
-0.01;0.17;-0.06;0.22;0.81
-0.01;0.17;-0.06;0.22;0.81
-0.01;0.17;-0.02;0.24;0.44
-0.01;0.17;-0.01;0.24;0.35
-0.01;0.17;-0.00;0.24;0.27
-0.01;0.17;-0.00;0.24;0.16
-0.01;0.17;-0.00;0.23;0.07
-0.01;0.17;-0.00;0.23;-0.04
-0.01;0.17;-0.00;0.23;-0.16
-0.01;0.17;-0.00;0.23;-0.26
-0.01;0.17;0.00;0.22;-0.32
-0.01;0.17;0.01;0.22;-0.43
-0.01;0.17;0.02;0.21;-0.52
-0.01;0.17;0.02;0.21;-0.62
-0.01;0.17;0.02;0.20;-0.73
-0.01;0.17;0.02;0.20;-0.80
-0.01;0.17;0.02;0.19;-0.88
-0.01;0.17;0.03;0.18;-1.00
-0.01;0.17;0.03;0.17;-1.10
-0.01;0.17;0.03;0.18;-1.15
-0.01;0.17;0.02;0.18;-1.21
